Frequency (eV),Frequency (meV),vDOS Total,Frequency (eV),Frequency (meV),vDOS Crystalline,Frequency (eV),Frequency (meV),vDOS Amorphous
0.58542,585.42,0.004327,0.58542,585.42,0.0040452,0.58542,585.42,0.0045256
0.58566,585.66,0.0041193,0.58566,585.66,0.0035574,0.58566,585.66,0.0045153
0.5859,585.9,0.003943,0.5859,585.9,0.00364,0.5859,585.9,0.0041566
0.58613,586.13,0.0034694,0.58613,586.13,0.0036946,0.58613,586.13,0.0033108
0.58637,586.37,0.0040772,0.58637,586.37,0.0041182,0.58637,586.37,0.0040483
0.58661,586.61,0.0039782,0.58661,586.61,0.0041481,0.58661,586.61,0.0038585
0.58684,586.84,0.0041833,0.58684,586.84,0.0043641,0.58684,586.84,0.0040559
0.58708,587.08,0.003651,0.58708,587.08,0.0036929,0.58708,587.08,0.0036214
0.58731,587.31,0.0040467,0.58731,587.31,0.0046277,0.58731,587.31,0.0036374
0.58755,587.55,0.0039445,0.58755,587.55,0.0042719,0.58755,587.55,0.0037138
0.58779,587.79,0.0040924,0.58779,587.79,0.0042997,0.58779,587.79,0.0039463
0.58802,588.02,0.0039081,0.58802,588.02,0.003569,0.58802,588.02,0.004147
0.58826,588.26,0.0037879,0.58826,588.26,0.0033261,0.58826,588.26,0.0041133
0.5885,588.5,0.0037902,0.5885,588.5,0.0030454,0.5885,588.5,0.0043149
0.58873,588.73,0.0038186,0.58873,588.73,0.003455,0.58873,588.73,0.0040748
0.58897,588.97,0.0040705,0.58897,588.97,0.0042807,0.58897,588.97,0.0039225
0.58921,589.21,0.0038875,0.58921,589.21,0.0042054,0.58921,589.21,0.0036636
0.58944,589.44,0.0039162,0.58944,589.44,0.0038649,0.58944,589.44,0.0039523
0.58968,589.68,0.0041572,0.58968,589.68,0.004151,0.58968,589.68,0.0041615
0.58991,589.91,0.0043637,0.58991,589.91,0.004004,0.58991,589.91,0.0046171
0.59015,590.15,0.0040253,0.59015,590.15,0.0040161,0.59015,590.15,0.0040317
0.59039,590.39,0.0039521,0.59039,590.39,0.0042266,0.59039,590.39,0.0037587
0.59062,590.62,0.0039826,0.59062,590.62,0.0042639,0.59062,590.62,0.0037844
0.59086,590.86,0.0040831,0.59086,590.86,0.0044267,0.59086,590.86,0.003841
0.5911,591.1,0.0041827,0.5911,591.1,0.0042016,0.5911,591.1,0.0041695
0.59133,591.33,0.0035238,0.59133,591.33,0.0039189,0.59133,591.33,0.0032454
0.59157,591.57,0.0038088,0.59157,591.57,0.0041473,0.59157,591.57,0.0035704
0.59181,591.81,0.0037517,0.59181,591.81,0.0037217,0.59181,591.81,0.0037729
0.59204,592.04,0.003935,0.59204,592.04,0.0038175,0.59204,592.04,0.0040178
0.59228,592.28,0.0039214,0.59228,592.28,0.0038353,0.59228,592.28,0.0039821
0.59251,592.51,0.004076,0.59251,592.51,0.0043361,0.59251,592.51,0.0038927
0.59275,592.75,0.0043612,0.59275,592.75,0.0046513,0.59275,592.75,0.0041568
0.59299,592.99,0.0040983,0.59299,592.99,0.0040992,0.59299,592.99,0.0040976
0.59322,593.22,0.0042033,0.59322,593.22,0.0035604,0.59322,593.22,0.0046563
0.59346,593.46,0.0044532,0.59346,593.46,0.0039538,0.59346,593.46,0.0048051
0.5937,593.7,0.0038627,0.5937,593.7,0.0035824,0.5937,593.7,0.0040602
0.59393,593.93,0.0040814,0.59393,593.93,0.0043726,0.59393,593.93,0.0038763
0.59417,594.17,0.0039506,0.59417,594.17,0.0040701,0.59417,594.17,0.0038663
0.59441,594.41,0.0043199,0.59441,594.41,0.0041964,0.59441,594.41,0.004407
0.59464,594.64,0.0037412,0.59464,594.64,0.0040852,0.59464,594.64,0.0034988
0.59488,594.88,0.0041178,0.59488,594.88,0.0045631,0.59488,594.88,0.0038041
0.59511,595.11,0.0034944,0.59511,595.11,0.0036797,0.59511,595.11,0.0033638
0.59535,595.35,0.0036964,0.59535,595.35,0.0034534,0.59535,595.35,0.0038675
0.59559,595.59,0.0038982,0.59559,595.59,0.0040963,0.59559,595.59,0.0037586
0.59582,595.82,0.0039267,0.59582,595.82,0.0043582,0.59582,595.82,0.0036227
0.59606,596.06,0.0038176,0.59606,596.06,0.0035779,0.59606,596.06,0.0039865
0.5963,596.3,0.0039517,0.5963,596.3,0.0040847,0.5963,596.3,0.0038579
0.59653,596.53,0.0036473,0.59653,596.53,0.0042802,0.59653,596.53,0.0032013
0.59677,596.77,0.003827,0.59677,596.77,0.0040772,0.59677,596.77,0.0036508
0.597,597,0.0042752,0.597,597,0.0041794,0.597,597,0.0043426
0.59724,597.24,0.0044255,0.59724,597.24,0.0047715,0.59724,597.24,0.0041817
0.59748,597.48,0.004404,0.59748,597.48,0.0043104,0.59748,597.48,0.00447
0.59771,597.71,0.0045294,0.59771,597.71,0.0043505,0.59771,597.71,0.0046555
0.59795,597.95,0.0038139,0.59795,597.95,0.0042175,0.59795,597.95,0.0035295
0.59819,598.19,0.0037533,0.59819,598.19,0.0037526,0.59819,598.19,0.0037539
0.59842,598.42,0.0039888,0.59842,598.42,0.0040533,0.59842,598.42,0.0039434
0.59866,598.66,0.0045733,0.59866,598.66,0.0042934,0.59866,598.66,0.0047705
0.5989,598.9,0.0040997,0.5989,598.9,0.004272,0.5989,598.9,0.0039783
0.59913,599.13,0.003877,0.59913,599.13,0.0040492,0.59913,599.13,0.0037556
0.59937,599.37,0.003829,0.59937,599.37,0.0041492,0.59937,599.37,0.0036034
0.5996,599.6,0.00392,0.5996,599.6,0.0038468,0.5996,599.6,0.0039715
0.59984,599.84,0.0039619,0.59984,599.84,0.0041543,0.59984,599.84,0.0038264
0.60008,600.08,0.0040603,0.60008,600.08,0.0041217,0.60008,600.08,0.004017
0.60031,600.31,0.0040934,0.60031,600.31,0.0040634,0.60031,600.31,0.0041144
0.60055,600.55,0.0040872,0.60055,600.55,0.0041869,0.60055,600.55,0.0040169
0.60079,600.79,0.0042327,0.60079,600.79,0.0040595,0.60079,600.79,0.0043548
0.60102,601.02,0.0040369,0.60102,601.02,0.0039602,0.60102,601.02,0.004091
0.60126,601.26,0.0040083,0.60126,601.26,0.0041599,0.60126,601.26,0.0039016
0.6015,601.5,0.0041363,0.6015,601.5,0.0043925,0.6015,601.5,0.0039557
0.60173,601.73,0.0037075,0.60173,601.73,0.0034589,0.60173,601.73,0.0038826
0.60197,601.97,0.0039546,0.60197,601.97,0.0034717,0.60197,601.97,0.0042949
0.6022,602.2,0.0041226,0.6022,602.2,0.0039939,0.6022,602.2,0.0042133
0.60244,602.44,0.0042056,0.60244,602.44,0.003601,0.60244,602.44,0.0046317
0.60268,602.68,0.0037958,0.60268,602.68,0.0037114,0.60268,602.68,0.0038553
0.60291,602.91,0.0037062,0.60291,602.91,0.0032841,0.60291,602.91,0.0040037
0.60315,603.15,0.0039976,0.60315,603.15,0.0040582,0.60315,603.15,0.0039549
0.60339,603.39,0.0043626,0.60339,603.39,0.0046125,0.60339,603.39,0.0041865
0.60362,603.62,0.0036162,0.60362,603.62,0.0038691,0.60362,603.62,0.0034381
0.60386,603.86,0.0041015,0.60386,603.86,0.0046452,0.60386,603.86,0.0037185
0.6041,604.1,0.0045844,0.6041,604.1,0.0049417,0.6041,604.1,0.0043327
0.60433,604.33,0.0042828,0.60433,604.33,0.0042352,0.60433,604.33,0.0043164
0.60457,604.57,0.0038604,0.60457,604.57,0.0038675,0.60457,604.57,0.0038554
0.6048,604.8,0.0040064,0.6048,604.8,0.0042327,0.6048,604.8,0.003847
0.60504,605.04,0.004056,0.60504,605.04,0.0037304,0.60504,605.04,0.0042855
0.60528,605.28,0.0040288,0.60528,605.28,0.0038825,0.60528,605.28,0.0041319
0.60551,605.51,0.0039042,0.60551,605.51,0.0034885,0.60551,605.51,0.0041972
0.60575,605.75,0.0041303,0.60575,605.75,0.0043259,0.60575,605.75,0.0039925
0.60599,605.99,0.0040243,0.60599,605.99,0.0043933,0.60599,605.99,0.0037644
0.60622,606.22,0.0036175,0.60622,606.22,0.0034434,0.60622,606.22,0.0037401
0.60646,606.46,0.0036579,0.60646,606.46,0.0036747,0.60646,606.46,0.003646
0.6067,606.7,0.0035825,0.6067,606.7,0.0033128,0.6067,606.7,0.0037726
0.60693,606.93,0.0035474,0.60693,606.93,0.0031751,0.60693,606.93,0.0038097
0.60717,607.17,0.0036101,0.60717,607.17,0.0036663,0.60717,607.17,0.0035705
0.6074,607.4,0.0036755,0.6074,607.4,0.0031349,0.6074,607.4,0.0040564
0.60764,607.64,0.0040146,0.60764,607.64,0.0036418,0.60764,607.64,0.0042772
0.60788,607.88,0.003929,0.60788,607.88,0.0034568,0.60788,607.88,0.0042617
0.60811,608.11,0.0040277,0.60811,608.11,0.003932,0.60811,608.11,0.0040952
0.60835,608.35,0.0035139,0.60835,608.35,0.0034805,0.60835,608.35,0.0035375
0.60859,608.59,0.0037696,0.60859,608.59,0.0034096,0.60859,608.59,0.0040233
0.60882,608.82,0.0038773,0.60882,608.82,0.0032658,0.60882,608.82,0.0043081
0.60906,609.06,0.0041653,0.60906,609.06,0.0036612,0.60906,609.06,0.0045205
0.60929,609.29,0.003697,0.60929,609.29,0.0036237,0.60929,609.29,0.0037486
0.60953,609.53,0.0040313,0.60953,609.53,0.0033574,0.60953,609.53,0.0045062
0.60977,609.77,0.0039001,0.60977,609.77,0.0040469,0.60977,609.77,0.0037967
0.61,610,0.0035554,0.61,610,0.0035926,0.61,610,0.0035292
0.61024,610.24,0.0033851,0.61024,610.24,0.0028723,0.61024,610.24,0.0037463
0.61048,610.48,0.0036425,0.61048,610.48,0.0030304,0.61048,610.48,0.0040738
0.61071,610.71,0.0038439,0.61071,610.71,0.0033092,0.61071,610.71,0.0042207
0.61095,610.95,0.0037213,0.61095,610.95,0.0028642,0.61095,610.95,0.0043252
0.61119,611.19,0.0033822,0.61119,611.19,0.0024914,0.61119,611.19,0.0040098
0.61142,611.42,0.003416,0.61142,611.42,0.0028606,0.61142,611.42,0.0038072
0.61166,611.66,0.0036285,0.61166,611.66,0.0029579,0.61166,611.66,0.004101
0.61189,611.89,0.0036182,0.61189,611.89,0.0030299,0.61189,611.89,0.0040327
0.61213,612.13,0.0035531,0.61213,612.13,0.0028952,0.61213,612.13,0.0040166
0.61237,612.37,0.0038063,0.61237,612.37,0.0033338,0.61237,612.37,0.0041392
0.6126,612.6,0.003595,0.6126,612.6,0.0030637,0.6126,612.6,0.0039693
0.61284,612.84,0.0034991,0.61284,612.84,0.0032876,0.61284,612.84,0.0036481
0.61308,613.08,0.0036349,0.61308,613.08,0.0036832,0.61308,613.08,0.0036009
0.61331,613.31,0.003592,0.61331,613.31,0.0033938,0.61331,613.31,0.0037317
0.61355,613.55,0.0033741,0.61355,613.55,0.0031734,0.61355,613.55,0.0035155
0.61379,613.79,0.0039233,0.61379,613.79,0.0040914,0.61379,613.79,0.0038049
0.61402,614.02,0.0034008,0.61402,614.02,0.0036423,0.61402,614.02,0.0032307
0.61426,614.26,0.0039015,0.61426,614.26,0.0029545,0.61426,614.26,0.0045688
0.61449,614.49,0.0039603,0.61449,614.49,0.0033631,0.61449,614.49,0.004381
0.61473,614.73,0.0039095,0.61473,614.73,0.003053,0.61473,614.73,0.004513
0.61497,614.97,0.0035084,0.61497,614.97,0.0027614,0.61497,614.97,0.0040347
0.6152,615.2,0.0036804,0.6152,615.2,0.0031001,0.6152,615.2,0.0040893
0.61544,615.44,0.0035688,0.61544,615.44,0.0030281,0.61544,615.44,0.0039498
0.61568,615.68,0.0035083,0.61568,615.68,0.0029203,0.61568,615.68,0.0039225
0.61591,615.91,0.0036127,0.61591,615.91,0.0031335,0.61591,615.91,0.0039503
0.61615,616.15,0.0039154,0.61615,616.15,0.0033161,0.61615,616.15,0.0043376
0.61639,616.39,0.0035905,0.61639,616.39,0.0025815,0.61639,616.39,0.0043013
0.61662,616.62,0.0034946,0.61662,616.62,0.0028233,0.61662,616.62,0.0039676
0.61686,616.86,0.0036263,0.61686,616.86,0.0026291,0.61686,616.86,0.0043289
0.61709,617.09,0.0033978,0.61709,617.09,0.0028899,0.61709,617.09,0.0037557
0.61733,617.33,0.0033419,0.61733,617.33,0.0032227,0.61733,617.33,0.0034259
0.61757,617.57,0.0035399,0.61757,617.57,0.0029274,0.61757,617.57,0.0039714
0.6178,617.8,0.0037453,0.6178,617.8,0.0026905,0.6178,617.8,0.0044885
0.61804,618.04,0.0039063,0.61804,618.04,0.0034779,0.61804,618.04,0.0042081
0.61828,618.28,0.0034295,0.61828,618.28,0.0029961,0.61828,618.28,0.0037349
0.61851,618.51,0.0039455,0.61851,618.51,0.0027861,0.61851,618.51,0.0047624
0.61875,618.75,0.00346,0.61875,618.75,0.0027014,0.61875,618.75,0.0039945
0.61898,618.98,0.0034615,0.61898,618.98,0.0030038,0.61898,618.98,0.003784
0.61922,619.22,0.0033386,0.61922,619.22,0.0022972,0.61922,619.22,0.0040723
0.61946,619.46,0.003391,0.61946,619.46,0.0026908,0.61946,619.46,0.0038843
0.61969,619.69,0.0033627,0.61969,619.69,0.0024433,0.61969,619.69,0.0040105
0.61993,619.93,0.0032774,0.61993,619.93,0.002803,0.61993,619.93,0.0036115
0.62017,620.17,0.0034266,0.62017,620.17,0.0031625,0.62017,620.17,0.0036127
0.6204,620.4,0.0032026,0.6204,620.4,0.0027595,0.6204,620.4,0.0035147
0.62064,620.64,0.0032369,0.62064,620.64,0.0029864,0.62064,620.64,0.0034135
0.62088,620.88,0.0035981,0.62088,620.88,0.0029674,0.62088,620.88,0.0040425
0.62111,621.11,0.0031057,0.62111,621.11,0.0024218,0.62111,621.11,0.0035875
0.62135,621.35,0.0032893,0.62135,621.35,0.0025269,0.62135,621.35,0.0038265
0.62158,621.58,0.0039134,0.62158,621.58,0.0025817,0.62158,621.58,0.0048517
0.62182,621.82,0.0032703,0.62182,621.82,0.002737,0.62182,621.82,0.003646
0.62206,622.06,0.0030715,0.62206,622.06,0.0025606,0.62206,622.06,0.0034315
0.62229,622.29,0.0032847,0.62229,622.29,0.0024538,0.62229,622.29,0.00387
0.62253,622.53,0.0029962,0.62253,622.53,0.0026257,0.62253,622.53,0.0032573
0.62277,622.77,0.00323,0.62277,622.77,0.0026716,0.62277,622.77,0.0036235
0.623,623,0.0031292,0.623,623,0.002554,0.623,623,0.0035344
0.62324,623.24,0.0034115,0.62324,623.24,0.0028918,0.62324,623.24,0.0037776
0.62348,623.48,0.0032232,0.62348,623.48,0.0026129,0.62348,623.48,0.0036533
0.62371,623.71,0.0036841,0.62371,623.71,0.0025872,0.62371,623.71,0.004457
0.62395,623.95,0.0033941,0.62395,623.95,0.0026272,0.62395,623.95,0.0039344
0.62418,624.18,0.0030236,0.62418,624.18,0.0027685,0.62418,624.18,0.0032034
0.62442,624.42,0.0034324,0.62442,624.42,0.0028518,0.62442,624.42,0.0038414
0.62466,624.66,0.0034732,0.62466,624.66,0.0027862,0.62466,624.66,0.0039573
0.62489,624.89,0.0032195,0.62489,624.89,0.0028685,0.62489,624.89,0.0034668
0.62513,625.13,0.0035959,0.62513,625.13,0.0027956,0.62513,625.13,0.0041598
0.62537,625.37,0.0033669,0.62537,625.37,0.0028415,0.62537,625.37,0.0037371
0.6256,625.6,0.0032247,0.6256,625.6,0.0024755,0.6256,625.6,0.0037526
0.62584,625.84,0.0031562,0.62584,625.84,0.0025784,0.62584,625.84,0.0035632
0.62608,626.08,0.0033783,0.62608,626.08,0.0028877,0.62608,626.08,0.003724
0.62631,626.31,0.0031181,0.62631,626.31,0.0027773,0.62631,626.31,0.0033583
0.62655,626.55,0.0031007,0.62655,626.55,0.0029509,0.62655,626.55,0.0032063
0.62678,626.78,0.0028327,0.62678,626.78,0.0025993,0.62678,626.78,0.0029971
0.62702,627.02,0.0027036,0.62702,627.02,0.0024497,0.62702,627.02,0.0028825
0.62726,627.26,0.0028493,0.62726,627.26,0.0026205,0.62726,627.26,0.0030105
0.62749,627.49,0.003044,0.62749,627.49,0.0023204,0.62749,627.49,0.0035538
0.62773,627.73,0.0028605,0.62773,627.73,0.0022277,0.62773,627.73,0.0033063
0.62797,627.97,0.0028854,0.62797,627.97,0.0023241,0.62797,627.97,0.0032808
0.6282,628.2,0.00308,0.6282,628.2,0.0023693,0.6282,628.2,0.0035808
0.62844,628.44,0.0028968,0.62844,628.44,0.0023856,0.62844,628.44,0.003257
0.62868,628.68,0.0026957,0.62868,628.68,0.0021056,0.62868,628.68,0.0031115
0.62891,628.91,0.0029841,0.62891,628.91,0.002464,0.62891,628.91,0.0033506
0.62915,629.15,0.0028793,0.62915,629.15,0.0026692,0.62915,629.15,0.0030273
0.62938,629.38,0.0027286,0.62938,629.38,0.0023977,0.62938,629.38,0.0029618
0.62962,629.62,0.0029448,0.62962,629.62,0.0023665,0.62962,629.62,0.0033523
0.62986,629.86,0.0032156,0.62986,629.86,0.0022293,0.62986,629.86,0.0039105
0.63009,630.09,0.0028006,0.63009,630.09,0.0025647,0.63009,630.09,0.0029668
0.63033,630.33,0.0030141,0.63033,630.33,0.0024715,0.63033,630.33,0.0033965
0.63057,630.57,0.0027081,0.63057,630.57,0.002168,0.63057,630.57,0.0030886
0.6308,630.8,0.0030339,0.6308,630.8,0.0021196,0.6308,630.8,0.0036781
0.63104,631.04,0.0027589,0.63104,631.04,0.0022482,0.63104,631.04,0.0031186
0.63127,631.27,0.0032121,0.63127,631.27,0.0026665,0.63127,631.27,0.0035965
0.63151,631.51,0.0029012,0.63151,631.51,0.0023054,0.63151,631.51,0.003321
0.63175,631.75,0.0028956,0.63175,631.75,0.0024932,0.63175,631.75,0.0031792
0.63198,631.98,0.0029361,0.63198,631.98,0.0027139,0.63198,631.98,0.0030927
0.63222,632.22,0.003068,0.63222,632.22,0.002791,0.63222,632.22,0.0032632
0.63246,632.46,0.0029283,0.63246,632.46,0.0028061,0.63246,632.46,0.0030144
0.63269,632.69,0.0031816,0.63269,632.69,0.0029408,0.63269,632.69,0.0033513
0.63293,632.93,0.0032341,0.63293,632.93,0.0026935,0.63293,632.93,0.003615
0.63317,633.17,0.0030904,0.63317,633.17,0.002475,0.63317,633.17,0.003524
0.6334,633.4,0.0026351,0.6334,633.4,0.0023343,0.6334,633.4,0.002847
0.63364,633.64,0.0025486,0.63364,633.64,0.0023559,0.63364,633.64,0.0026843
0.63387,633.87,0.0025484,0.63387,633.87,0.0023303,0.63387,633.87,0.0027021
0.63411,634.11,0.00234,0.63411,634.11,0.0022303,0.63411,634.11,0.0024172
0.63435,634.35,0.0026485,0.63435,634.35,0.0026091,0.63435,634.35,0.0026761
0.63458,634.58,0.0026492,0.63458,634.58,0.0026658,0.63458,634.58,0.0026374
0.63482,634.82,0.0028293,0.63482,634.82,0.0022772,0.63482,634.82,0.0032184
0.63506,635.06,0.0028375,0.63506,635.06,0.0027144,0.63506,635.06,0.0029243
0.63529,635.29,0.0028488,0.63529,635.29,0.0031155,0.63529,635.29,0.0026609
0.63553,635.53,0.0030029,0.63553,635.53,0.0032996,0.63553,635.53,0.0027938
0.63577,635.77,0.0026416,0.63577,635.77,0.0027889,0.63577,635.77,0.0025378
0.636,636,0.0028001,0.636,636,0.0025882,0.636,636,0.0029494
0.63624,636.24,0.0029521,0.63624,636.24,0.002859,0.63624,636.24,0.0030176
0.63647,636.47,0.0031018,0.63647,636.47,0.0032181,0.63647,636.47,0.0030199
0.63671,636.71,0.0024957,0.63671,636.71,0.002446,0.63671,636.71,0.0025306
0.63695,636.95,0.0028896,0.63695,636.95,0.0028818,0.63695,636.95,0.002895
0.63718,637.18,0.0028651,0.63718,637.18,0.002847,0.63718,637.18,0.0028778
0.63742,637.42,0.0029841,0.63742,637.42,0.0028686,0.63742,637.42,0.0030656
0.63766,637.66,0.0029368,0.63766,637.66,0.0029899,0.63766,637.66,0.0028994
0.63789,637.89,0.0031416,0.63789,637.89,0.0030483,0.63789,637.89,0.0032074
0.63813,638.13,0.0030222,0.63813,638.13,0.003093,0.63813,638.13,0.0029723
0.63837,638.37,0.0028416,0.63837,638.37,0.0027645,0.63837,638.37,0.0028958
0.6386,638.6,0.0028578,0.6386,638.6,0.0032985,0.6386,638.6,0.0025474
0.63884,638.84,0.0028499,0.63884,638.84,0.0030237,0.63884,638.84,0.0027275
0.63907,639.07,0.0024166,0.63907,639.07,0.0025278,0.63907,639.07,0.0023382
0.63931,639.31,0.0029012,0.63931,639.31,0.0030033,0.63931,639.31,0.0028292
0.63955,639.55,0.0029343,0.63955,639.55,0.0030991,0.63955,639.55,0.0028183
0.63978,639.78,0.0027102,0.63978,639.78,0.0032063,0.63978,639.78,0.0023606
0.64002,640.02,0.0027885,0.64002,640.02,0.0027815,0.64002,640.02,0.0027934
0.64026,640.26,0.0026703,0.64026,640.26,0.0027621,0.64026,640.26,0.0026056
0.64049,640.49,0.0029267,0.64049,640.49,0.0028834,0.64049,640.49,0.0029572
0.64073,640.73,0.0025634,0.64073,640.73,0.0026315,0.64073,640.73,0.0025154
0.64096,640.96,0.0025316,0.64096,640.96,0.002357,0.64096,640.96,0.0026545
0.6412,641.2,0.0029059,0.6412,641.2,0.0026642,0.6412,641.2,0.0030762
0.64144,641.44,0.0025626,0.64144,641.44,0.0026544,0.64144,641.44,0.0024979
0.64167,641.67,0.0029661,0.64167,641.67,0.0030966,0.64167,641.67,0.0028741
0.64191,641.91,0.0031848,0.64191,641.91,0.0030254,0.64191,641.91,0.0032971
0.64215,642.15,0.0027216,0.64215,642.15,0.0025878,0.64215,642.15,0.0028159
0.64238,642.38,0.0024646,0.64238,642.38,0.0025556,0.64238,642.38,0.0024004
0.64262,642.62,0.0030704,0.64262,642.62,0.0030156,0.64262,642.62,0.003109
0.64286,642.86,0.0033743,0.64286,642.86,0.0037318,0.64286,642.86,0.0031225
0.64309,643.09,0.0030774,0.64309,643.09,0.0031023,0.64309,643.09,0.0030598
0.64333,643.33,0.0029014,0.64333,643.33,0.0032105,0.64333,643.33,0.0026836
0.64356,643.56,0.002784,0.64356,643.56,0.0033253,0.64356,643.56,0.0024027
0.6438,643.8,0.0024544,0.6438,643.8,0.0027844,0.6438,643.8,0.0022218
0.64404,644.04,0.002871,0.64404,644.04,0.0032372,0.64404,644.04,0.0026129
0.64427,644.27,0.0028105,0.64427,644.27,0.0030621,0.64427,644.27,0.0026332
0.64451,644.51,0.0028845,0.64451,644.51,0.0031445,0.64451,644.51,0.0027013
0.64475,644.75,0.0025861,0.64475,644.75,0.0030531,0.64475,644.75,0.0022571
0.64498,644.98,0.0028903,0.64498,644.98,0.0029238,0.64498,644.98,0.0028667
0.64522,645.22,0.0026675,0.64522,645.22,0.00324,0.64522,645.22,0.002264
0.64546,645.46,0.0030043,0.64546,645.46,0.0032152,0.64546,645.46,0.0028557
0.64569,645.69,0.0029307,0.64569,645.69,0.0031663,0.64569,645.69,0.0027646
0.64593,645.93,0.0031278,0.64593,645.93,0.0032769,0.64593,645.93,0.0030227
0.64616,646.16,0.0031447,0.64616,646.16,0.0035421,0.64616,646.16,0.0028647
0.6464,646.4,0.0030302,0.6464,646.4,0.003349,0.6464,646.4,0.0028056
0.64664,646.64,0.0031111,0.64664,646.64,0.0030971,0.64664,646.64,0.0031209
0.64687,646.87,0.0034548,0.64687,646.87,0.0035599,0.64687,646.87,0.0033807
0.64711,647.11,0.0034439,0.64711,647.11,0.0042092,0.64711,647.11,0.0029047
0.64735,647.35,0.0027047,0.64735,647.35,0.0028687,0.64735,647.35,0.0025892
0.64758,647.58,0.0030347,0.64758,647.58,0.0027531,0.64758,647.58,0.0032331
0.64782,647.82,0.0027869,0.64782,647.82,0.0032397,0.64782,647.82,0.0024679
0.64806,648.06,0.0029811,0.64806,648.06,0.003349,0.64806,648.06,0.0027219
0.64829,648.29,0.0031416,0.64829,648.29,0.0036643,0.64829,648.29,0.0027734
0.64853,648.53,0.0027967,0.64853,648.53,0.0031543,0.64853,648.53,0.0025447
0.64876,648.76,0.0034624,0.64876,648.76,0.0040606,0.64876,648.76,0.003041
0.649,649,0.0031985,0.649,649,0.0039239,0.649,649,0.0026874
0.64924,649.24,0.0030316,0.64924,649.24,0.0033014,0.64924,649.24,0.0028416
0.64947,649.47,0.0026846,0.64947,649.47,0.003316,0.64947,649.47,0.0022398
0.64971,649.71,0.0027826,0.64971,649.71,0.0031137,0.64971,649.71,0.0025494
0.64995,649.95,0.0027756,0.64995,649.95,0.0034461,0.64995,649.95,0.0023032
0.65018,650.18,0.0028561,0.65018,650.18,0.0032755,0.65018,650.18,0.0025606
0.65042,650.42,0.0025903,0.65042,650.42,0.0030801,0.65042,650.42,0.0022452
0.65066,650.66,0.0029519,0.65066,650.66,0.0038535,0.65066,650.66,0.0023167
0.65089,650.89,0.0028163,0.65089,650.89,0.0033811,0.65089,650.89,0.0024184
0.65113,651.13,0.003185,0.65113,651.13,0.0036114,0.65113,651.13,0.0028845
0.65136,651.36,0.0031386,0.65136,651.36,0.0036908,0.65136,651.36,0.0027496
0.6516,651.6,0.0030045,0.6516,651.6,0.004002,0.6516,651.6,0.0023018
0.65184,651.84,0.0031234,0.65184,651.84,0.0037844,0.65184,651.84,0.0026576
0.65207,652.07,0.0029317,0.65207,652.07,0.0030564,0.65207,652.07,0.0028438
0.65231,652.31,0.0030392,0.65231,652.31,0.0033516,0.65231,652.31,0.002819
0.65255,652.55,0.0031858,0.65255,652.55,0.0040523,0.65255,652.55,0.0025753
0.65278,652.78,0.0029479,0.65278,652.78,0.0036643,0.65278,652.78,0.0024432
0.65302,653.02,0.0028119,0.65302,653.02,0.0032547,0.65302,653.02,0.0025
